regionID	logFC	logCPM	F	PValue	FDR	V1	V2	V3	V4	DMSO1	DMSO2	DMSO3	PDsiNanog1	PDsiNanog2	PDsiNanog3	t2i1	t2i2	t2i3
727	1652	-3.46056573891879	7.36271853456196	135.390939828841	3.44083595086117e-08	8.92896929248473e-06	chr2	102448980	102451880	chr2:102448980-102451880	99.16623	147.203246	158.721873	1360.327095	1307.817906	994.168196	502.782759	917.468477	481.962238
1631	2466	2.39796286742492	6.71082367018761	134.408129785276	3.39239713591859e-08	8.92896929248473e-06	chr6	124863340	124865020	chr6:124863340-124865020	738.267228	650.084587	792.035916	108.637069	109.031527	121.206422	581.366896	483.96587	564.48235
725	1650	1.62001875633826	8.24524117809052	132.083279314973	3.76169478627851e-08	9.01070581882407e-06	chr2	101795840	101797620	chr2:101795840-101797620	1912.098295	1884.429395	1574.629091	521.022153	528.059962	376.075623	1618.600202	1807.965737	1726.071596
799	1717	-1.26683080470403	8.62075093646684	128.593607437384	4.40680576963355e-08	9.14852877775926e-06	chr2	149830080	149832880	chr2:149830080-149832880	1529.952049	1256.349851	1097.564254	2547.340691	2521.180084	2550.868475	1033.714912	1009.041775	1201.341673
1833	2648	2.67020783241838	6.58821194598869	128.813842719797	4.36250004922382e-08	9.14852877775926e-06	chr7	130263020	130264520	chr7:130263020-130264520	426.249876	543.665638	429.403407	58.860216	65.587101	54.572531	579.411744	871.356015	721.572359
1454	2306	-1.3363635466615	8.86497244266979	125.953707773968	4.98045870217088e-08	9.69321774910007e-06	chr6	24954420	24956200	chr6:24954420-24956200	1390.516882	1350.24845	970.316447	2699.576982	2469.887943	2456.947942	1814.865702	2289.53936	2002.966153
457	1409	2.26874566397901	8.05419184510677	124.173983908317	5.41596148584974e-08	9.9207670981977e-06	chr18	82474390	82476500	chr18:82474390-82476500	2281.094786	2185.379775	2245.375643	272.500992	384.27303	481.167149	882.41058	801.751984	1181.602161
2569	507	-5.23251043707572	6.19747485397158	122.866539180523	6.08667334490542e-08	1.05299448866864e-05	chr11	101786340	101787840	chr11:101786340-101787840	16.436392	23.901558	20.233656	545.728955	528.620719	797.232512	152.476998	408.488977	136.528371
1825	2640	-1.39577496795766	8.07931808955536	110.445429814932	1.07557303016624e-07	1.59492115044651e-05	chr7	123982980	123984560	chr7:123982980-123984560	734.706112	791.027549	589.923763	1443.165836	1514.109555	1575.879142	1156.478264	1235.037474	1057.684855
2094	2883	-3.23615182090494	6.3536837442036	111.165980454879	1.03558910277735e-07	1.59492115044651e-05	chr8	120534420	120535940	chr8:120534420-120535940	141.35284	107.177638	56.879017	772.086321	705.48174	856.946496	87.57652	123.982241	99.243585
2321	3087	-2.71467480504513	6.26542496292991	111.946543207636	9.94198591931315e-08	1.59492115044651e-05	chrX	86191280	86193000	chrX:86191280-86193000	139.161325	159.343737	129.495436	736.480049	690.906782	865.645908	28.1496	20.881216	14.804284
889	1799	1.85182386942365	7.31862432411995	104.802514603188	1.45861378250623e-07	2.0646015085111e-05	chr3	51339670	51342700	chr3:51339670-51342700	1284.638975	1312.973357	1163.098671	325.002876	268.935068	256.648952	641.771141	637.63861	490.597991
333	1298	-2.6322255396032	6.54088899593993	103.42705162311	1.57455754353432e-07	2.11002484748122e-05	chr17	83169120	83170940	chr17:83169120-83170940	134.778361	85.362716	93.074827	597.32238	489.941234	501.038613	490.271746	618.170948	404.650603
1026	1921	-0.842713091940695	9.19583501395368	102.851336597159	1.62622338919554e-07	2.11002484748122e-05	chr4	33923520	33925820	chr4:33923520-33925820	1982.226159	1997.107214	1664.556594	3075.265861	2683.466306	2498.866377	2730.508955	2694.548227	2824.330679
291	126	2.00118596797561	6.97883544248043	98.9599960202798	2.03161434819924e-07	2.16395260111558e-05	chr1	135583940	135585550	chr1:135583940-135585550	1188.075883	1106.01612	1170.629949	183.302322	245.811418	278.299977	294.397688	310.281894	313.357541
717	1643	1.74209103690439	8.07896405272894	98.5173726879203	2.08473275637339e-07	2.16395260111558e-05	chr2	92914200	92916100	chr2:92914200-92916100	1440.922183	1390.463885	1322.832411	396.761352	384.553407	233.712678	1789.843441	1838.852772	1773.774118
1394	2252	2.04195048682803	6.80466473379997	101.374909287955	1.76792190339471e-07	2.16395260111558e-05	chr5	128598660	128600400	chr5:128598660-128600400	1250.808403	1452.304162	1098.463175	248.520923	266.833025	236.480879	21.1122	13.05076	16.449208
2027	2822	-1.95710461503998	8.62393721673411	105.49859421061	2.00044539138074e-07	2.16395260111558e-05	chr8	87960780	87963060	chr8:87960780-87963060	654.441951	510.658673	426.480705	1924.948504	1456.930693	1655.563223	2298.882092	3459.540852	2243.947117
2463	411	1.46142933586406	8.15974508715506	99.6857752422907	1.94786105131054e-07	2.16395260111558e-05	chr11	69802060	69804940	chr11:69802060-69804940	2492.849601	2481.778299	2381.952296	641.28601	778.076017	762.828481	728.760798	516.81023	705.397563
3045	936	-0.867741435776815	8.74577517497412	100.443394484195	1.86465745711063e-07	2.16395260111558e-05	chr14	78307240	78308900	chr14:78307240-78308900	1204.23811	1179.902287	1213.570572	1858.820355	1819.061831	1693.724452	2407.570332	2457.024155	2334.691941
905	1812	-0.971494270605693	8.81606891265795	97.5666413540191	2.20434585641679e-07	2.21430096673609e-05	chr3	61001800	61003660	chr3:61001800-61003660	1601.450763	1710.667783	1265.278944	2607.290508	2247.9008	2454.575871	1607.653699	1742.276572	1760.066249
1021	1917	-2.19682273367156	7.0045206975414	95.8744227066582	2.43742567026468e-07	2.23907761775682e-05	chr4	28814120	28816320	chr4:28814120-28816320	217.781991	280.179384	185.025599	1022.061128	906.727592	621.84934	483.23429	512.895117	498.411414
2576	513	1.81178763024036	7.60703958208751	96.7574896430655	2.312423371179e-07	2.23907761775682e-05	chr11	102604400	102607100	chr11:102604400-102607100	770.865985	578.569428	750.893836	143.880534	176.580619	169.649424	1797.66269	1446.459861	1677.272279
3072	960	1.0416191768392	8.27307079613268	95.82450363384	2.44472186909864e-07	2.23907761775682e-05	chr14	118436280	118438020	chr14:118436280-118438020	2149.329723	2334.76489	2110.596213	855.290083	866.086367	894.909372	1057.954433	932.259604	1042.880486
478	1428	-0.804197698703194	8.81354467959644	94.2307650545323	2.69148459739207e-07	2.24323536160573e-05	chr19	6428080	6429800	chr19:6428080-6429800	1475.712663	1401.655559	1440.637184	2174.558974	1968.734747	2024.91625	2158.916287	2202.316704	2137.30192
1283	2152	1.98438662434335	7.46315429173165	93.9611626137469	2.73601568018228e-07	2.24323536160573e-05	chr5	35892560	35895330	chr5:35892560-35895330	1457.631865	1313.162967	1004.151613	333.722932	242.307829	200.890102	799.916863	778.151996	903.199502
1627	2462	2.33407116219453	7.34066298548421	94.8144752424272	2.59790903052474e-07	2.24323536160573e-05	chr6	122819260	122821340	chr6:122819260-122821340	1206.977651	1094.350082	1441.761742	142.790524	195.079531	270.885324	678.717335	768.90789	667.564304
1938	2742	1.35944463284026	8.37244314744549	93.9528037475598	2.73740988249897e-07	2.24323536160573e-05	chr8	36093760	36095740	chr8:36093760-36095740	2009.620927	2131.790912	1887.126743	647.462106	713.610321	557.192731	2004.874963	1407.742513	1683.303061
882	1792	-2.5456961828226	6.19173401768903	92.6017539411412	2.97393974850174e-07	2.37457650688062e-05	chr3	37640040	37641780	chr3:37640040-37641780	135.326199	122.163514	72.841177	579.155642	520.772699	467.820696	286.969306	243.179242	246.189864
296	1264	-0.703397584505339	9.16371007655502	92.0493671796019	3.07738747730212e-07	2.3957461510797e-05	chr17	55445120	55446960	chr17:55445120-55446960	2132.345417	2070.7091	1934.339105	2868.164338	2801.186668	2495.10917	2384.113227	2529.455574	2511.247437
2850	760	3.52193639949634	6.41564331031632	90.6313852651284	3.38874983926395e-07	2.57379682913853e-05	chr13	53285240	53286820	chr13:53285240-53286820	1240.398133	1089.986951	842.170161	91.560343	97.539775	35.590777	72.719799	36.542175	57.572213
1256	2128	-3.29722436774519	6.38046500726178	87.5988511022431	4.08122346278002e-07	3.02593568168976e-05	chr5	28208200	28211800	chr5:28208200-28211800	134.778329	101.67643	84.981426	897.800298	832.45198	846.862033	32.841199	13.05076	50.992528
241	1214	1.61408504708182	7.59832634496467	84.420249975509	5.03229346877073e-07	3.61898926978776e-05	chr17	24206110	24209710	chr17:24206110-24209710	1467.220635	1386.290912	1456.824059	312.467894	459.670189	379.239327	757.692666	660.368853	828.492186
1549	2392	-0.597805551167904	9.74617532149237	84.1814583220763	5.11353654048367e-07	3.61898926978776e-05	chr6	65670760	65673720	chr6:65670760-65673720	3278.782613	3236.574364	2937.928309	4012.306	3991.284467	3678.896786	3618.00268	3741.111252	4122.721964
1587	2426	2.16765227301192	6.73946426583058	83.549229325393	5.3360573700014e-07	3.69255170004097e-05	chr6	90735400	90738320	chr6:90735400-90738320	644.305625	697.887471	643.205652	94.103714	138.741915	127.731388	623.591146	470.915161	772.017043
157	1139	2.01479261566055	6.96187710266456	83.0100452704433	5.53470223682698e-07	3.74675277510418e-05	chr16	22162060	22163920	chr16:22162060-22163920	1211.360535	986.79288	827.782027	218.000835	191.71609	200.09922	532.4962	338.014804	493.476547
394	1352	-4.70322533136412	7.68099258615613	91.2164369900846	6.37324120500477e-07	4.11475939247123e-05	chr18	38589460	38590960	chr18:38589460-38590960	54.240064	38.697751	87.679184	1401.746373	1390.223127	1096.195108	654.477252	2052.885709	660.162064
850	1763	-1.39357190432651	7.57816558088716	80.7303598155729	6.47473379033687e-07	4.11475939247123e-05	chr2	180641060	180642770	chr2:180641060-180642770	405.157146	342.399397	337.902203	788.436434	800.919574	740.880862	1231.348231	1353.255578	1128.827511
1660	2492	-1.51506808934336	8.04278375897839	80.9415670237608	6.38028251487551e-07	4.11475939247123e-05	chr7	3414160	3415960	chr7:3414160-3415960	737.993102	577.051823	456.606332	1508.928271	1342.013228	1272.270216	1267.121561	1148.032466	1527.309535
2165	2947	-2.33858811224402	6.46662045527378	77.1288679825991	8.36273837180866e-07	5.10618966466905e-05	chr9	43744730	43746250	chr9:43744730-43746250	140.80504	80.051241	106.114314	436.001752	516.288403	402.570927	559.081693	408.924015	609.169583
2601	536	2.31254215006246	6.65436547790909	77.2618464427556	8.28258603537716e-07	5.10618966466905e-05	chr11	114850050	114852860	chr11:114850050-114852860	625.541108	678.348962	741.676231	117.538778	123.606438	96.095131	518.616802	362.593748	723.76595
464	1415	-1.4904769291522	7.89214932577504	76.511699356179	8.74666456193231e-07	5.18959299350061e-05	chr18	84719360	84721620	chr18:84719360-84721620	382.419513	378.631045	448.288218	915.603304	825.164225	1045.577212	1527.114015	1891.055738	1433.823605
2613	547	-0.775745888679655	8.91197779148218	76.3777765501322	8.83264061193103e-07	5.18959299350061e-05	chr11	117967400	117969120	chr11:117967400-117969120	1695.137609	1781.045542	1409.38752	2221.429845	2323.016594	2272.27168	2155.006156	2324.994395	2034.220375
2736	658	1.15851219170358	8.6179760946199	76.078487923728	9.02833139481296e-07	5.20633777100881e-05	chr12	85598280	85600740	chr12:85598280-85600740	2318.623769	2441.372664	2004.481557	853.836526	913.174599	704.301067	2108.089784	1674.413413	2404.875874
2026	2821	-2.79847617255948	7.30083820951145	76.3814343887872	9.20039845685324e-07	5.20909832629836e-05	chr8	87957460	87959660	chr8:87957460-87959660	90.674084	77.964596	95.322989	619.485585	505.076519	383.193692	891.402708	2081.16209	1077.972094
1707	2534	-2.95615452865489	6.89094550402457	75.5516647612201	9.77563155211794e-07	5.43594940237415e-05	chr7	30464740	30466430	chr7:30464740-30466430	212.303179	206.577742	155.799213	1081.829708	1027.951986	1521.80117	9.3832	41.327422	24.673803
238	1211	0.960102199142227	8.50651717734486	73.7500589015613	1.07343181211933e-06	5.8643274788414e-05	chr17	15830140	15831880	chr17:15830140-15831880	2583.797871	2486.520977	2140.721994	981.004019	1149.736693	892.537033	1362.908637	1417.748225	1324.710591
1182	2061	2.09958233172887	7.38583170677486	73.2030481754102	1.11874203040577e-06	6.00648738393719e-05	chr4	140647160	140649660	chr4:140647160-140649660	1042.066451	1057.359503	1020.67592	265.960933	208.533291	121.008696	1017.293543	800.012277	1070.844411
1591	243	1.14550078259462	8.45246834435835	71.2874859737657	1.29578140481241e-06	6.8390903298065e-05	chr10	70244180	70246460	chr10:70244180-70246460	2814.728668	3136.035721	2997.72976	934.133552	1063.688694	1307.564396	547.743874	662.543741	561.192521
820	1736	0.6601379442611	8.86568613155125	70.840614746849	1.34161322292404e-06	6.96297262697579e-05	chr2	158666460	158669460	chr2:158666460-158669460	2478.604532	2743.74692	2438.3816	1291.655616	1396.108238	1270.985331	2169.080632	2160.554524	2233.255679
217	1193	1.30338935545806	8.25898254553054	69.7238511339501	1.46457708024508e-06	7.35595649658579e-05	chr17	5940200	5941770	chr17:5940200-5941770	1937.163621	1927.963501	1380.723023	630.02289	634.008588	465.5468	1530.046094	1593.498244	1941.007418
1145	2028	2.45402413109827	7.21599900543933	70.3533312002442	1.44901971993627e-06	7.35595649658579e-05	chr4	127330040	127331540	chr4:127330040-127331540	1512.693953	1550.565819	1551.248031	150.420531	203.488134	333.762197	291.661063	173.575196	314.72831
1760	2582	-3.08070428291458	6.13681250326958	68.5134963129559	1.61280835003102e-06	7.97188127301045e-05	chr7	72305780	72307320	chr7:72305780-72307320	75.607382	71.704634	96.222277	550.815309	588.60223	554.820108	136.056332	339.320033	136.528452
1144	2027	2.86696545527123	6.50405187948105	67.8793406648269	1.69735707812571e-06	8.17457163984691e-05	chr4	127325600	127327100	chr4:127325600-127327100	1149.450816	906.741587	826.882632	91.560348	80.722567	149.481229	182.972374	92.660405	241.803459
2691	617	2.42512697283722	6.50480383082961	67.8142817040087	1.70631713741185e-06	8.17457163984691e-05	chr12	54984260	54985880	chr12:54984260-54985880	581.847634	697.697647	466.72325	91.560349	62.223653	110.331454	590.358802	349.325518	642.616205
3062	951	-4.35755287031709	4.56112277573764	67.4887766546596	1.751975278448e-06	8.2661379046774e-05	chr14	105898080	105899640	chr14:105898080-105899640	6.574554	22.763392	13.489099	278.31423	301.027974	143.54947	21.1122	31.321821	23.028886
2348	3110	-1.90152928501638	7.69662637190059	66.7856786640276	1.85550098323384e-06	8.42370996184562e-05	chrX	162158120	162159700	chrX:162158120-162159700	379.132339	379.010389	241.904699	1186.652057	1136.282779	715.769413	1269.075931	950.530935	1444.240983
2462	410	1.44264896217007	7.50718333625113	66.7832607862511	1.85586899357307e-06	8.42370996184562e-05	chr11	69799900	69801400	chr11:69799900-69801400	1344.494961	1538.045815	1522.921187	394.581351	509.561322	421.552691	501.218854	431.110355	601.493018
3008	902	2.10580693648391	5.74921222467096	66.7134864707622	1.86652532873265e-06	8.42370996184562e-05	chr14	55825900	55827460	chr14:55825900-55827460	491.173567	522.9888	449.637038	89.3803	96.698914	91.151959	136.447367	121.372133	158.460699
2352	3114	1.66734327419532	7.82037999596418	66.0415974294464	1.97284071696382e-06	8.68028620808185e-05	chrY	90769670	90773280	chrY:90769670-90773280	1397.639683	1277.500591	1183.781611	297.389492	443.974028	250.222802	1283.151057	1152.708781	1596.533972
2831	743	-1.04526230653734	8.10121252295115	66.0031831051815	1.97912755547146e-06	8.68028620808185e-05	chr13	43302330	43305060	chr13:43302330-43305060	735.253818	774.903469	629.491825	1192.465814	1102.367785	1305.29065	1365.644337	1630.149459	1580.632332
455	1407	2.53854803875414	5.84065865503822	65.7939983547095	2.01377135820497e-06	8.70956112423651e-05	chr18	80973100	80974620	chr18:80973100-80974620	647.866789	607.592827	653.772147	82.8403	81.563438	104.201933	44.570199	76.999536	38.107331
1345	2208	0.908871159004939	8.55911428984184	65.0485588508052	2.14305183067492e-06	9.14173068592014e-05	chr5	100845560	100847340	chr5:100845560-100847340	2428.199915	2477.794973	2064.284385	934.497207	1062.286987	1029.759079	1639.712443	1367.285518	1817.638506
1118	2003	2.08073968900051	7.45238030889702	64.7065372479085	2.20556068203782e-06	9.15748795182101e-05	chr4	117493720	117497780	chr4:117493720-117497780	1014.123961	1124.132157	933.446724	168.587279	270.756958	152.644888	1219.032737	716.486505	1302.229817
1125	201	-0.71476057541981	9.62245421019901	64.8646299186234	2.17640905067582e-06	9.15748795182101e-05	chr10	19848740	19851500	chr10:19848740-19851500	2478.057349	2455.410658	2852.272668	3430.970788	3621.306062	3422.841737	3740.374934	4050.73994	3742.197329
1920	2726	1.66434687315113	7.13763277510285	64.4577815773682	2.25234847268435e-06	9.22870150518297e-05	chr8	25514340	25515900	chr8:25514340-25515900	1107.263874	967.254468	1011.458915	239.074235	248.89457	307.662233	490.271705	715.834579	501.152828
1419	2275	2.3422833227032	5.81676565610739	64.2887472547736	2.28479620863615e-06	9.23270023758163e-05	chr5	142814300	142815930	chr5:142814300-142815930	625.404193	730.989507	525.962875	94.830314	81.70358	125.259755	46.32955	44.046346	30.842258
1875	2686	-4.32225360310795	5.32984278541576	64.1459826465628	2.31262241018422e-06	9.23270023758163e-05	chr7	144860580	144862080	chr7:144860580-144862080	18.080028	22.383994	36.420568	271.774353	223.668784	775.08725	33.623133	23.491375	26.318734
628	1563	-1.38551069965731	7.27058744323969	63.0513859970073	2.53947882273811e-06	9.87356681314915e-05	chr2	30800820	30802600	chr2:30800820-30802600	534.182305	546.70053	573.736835	1143.051926	1021.365504	1373.802999	172.025307	198.371659	190.262486
2465	413	2.24669240315027	6.12739132936079	62.9584756169885	2.55989107530501e-06	9.87356681314915e-05	chr11	69836180	69837680	chr11:69836180-69837680	624.582235	659.379366	556.650722	143.153919	80.722574	92.536062	230.6702	163.569573	257.704273
2964	863	-4.5883206468188	4.67559232039548	62.8224371514982	2.59012142994656e-06	9.87356681314915e-05	chr14	27038780	27040280	chr14:27038780-27040280	16.436385	11.381692	13.489098	427.281548	229.274514	165.299391	18.7664	22.186292	4.934764
3061	950	-5.21296711440688	4.9435723282496	62.7784876644534	2.5999758467509e-06	9.87356681314915e-05	chr14	105892520	105897980	chr14:105892520-105897980	6.574555	7.967186	14.838014	380.048387	352.040207	177.162882	16.4206	92.225402	49.347606
785	1704	1.63432335670662	7.57818776680658	62.2758945881586	2.71580387440502e-06	9.94942737046732e-05	chr2	132878720	132880480	chr2:132878720-132880480	1277.653932	1058.307712	1254.487787	414.927983	304.951951	228.374117	923.462111	1008.171732	1057.136334
1476	2326	2.0480300733791	7.44489790708376	62.5485727762336	2.65223908189047e-06	9.94942737046732e-05	chr6	31219570	31221270	chr6:31219570-31221270	793.602876	1076.518552	1067.213637	143.880496	281.127627	156.204036	1213.167971	912.465668	1192.84271
2678	605	-2.90804873075558	5.1286194764822	62.3763980326006	2.69217257416866e-06	9.94942737046732e-05	chr12	33344400	33346000	chr12:33344400-33346000	54.240089	50.838218	53.057114	351.70788	376.985627	244.785321	28.149598	57.423424	46.606079
764	1686	2.48007850066448	6.46749510778521	61.5838769847311	2.88518182169185e-06	0.000104470420845912	chr2	122147040	122148540	chr2:122147040-122148540	796.616246	687.833487	689.743348	98.826998	144.627927	74.740605	380.019319	212.727461	462.223203
1025	1920	2.22630988377312	6.06561258470747	61.3626242020112	2.94188803787166e-06	0.000105299302872786	chr4	33030480	33032100	chr4:33030480-33032100	466.245089	474.23712	386.23822	91.560322	84.086017	55.36344	268.203015	377.167084	440.290802
1810	2627	1.95465097038522	7.55007581479812	61.0838737073837	3.01517338358188e-06	0.000106696021778113	chr7	112426930	112429120	chr7:112426930-112429120	1316.96399	1231.214493	934.907828	271.956015	310.978076	148.690363	1139.861905	849.930854	1205.728329
3035	927	-3.61773919499512	6.6684069782317	64.0398077730638	3.06529717653057e-06	0.00010725095963726	chr14	70350380	70352080	chr14:70350380-70352080	54.24007	68.290143	68.794399	808.783341	722.018622	397.429972	368.290289	927.474264	282.926454
3012	906	1.50755034589166	7.89771901797764	60.5163147541183	3.17100699166617e-06	0.00010971684191165	chr14	57698880	57701000	chr14:57698880-57701000	1631.857739	1505.418705	1060.244281	407.298196	487.979186	305.091814	1307.781835	1462.773073	1216.420062
1718	2544	2.5453253762916	5.67021598610526	60.226546398641	3.25414554477836e-06	0.000111356145345492	chr7	35333390	35334890	chr7:35333390-35334890	364.887568	381.096917	497.972762	71.940287	63.90537	39.149867	180.235555	237.088845	185.053736
1141	2024	-1.99766984436791	7.58917768739625	59.2720273648459	3.67107048706515e-06	0.00012425775539914	chr4	125489540	125492780	chr4:125489540-125492780	562.397803	616.697943	342.62334	1724.387925	1489.724477	1716.066905	147.785401	305.822887	185.876041
1719	2545	2.87132426377805	5.97291018163867	58.5871144450686	3.77479840302265e-06	0.000126394862656049	chr7	35336620	35338160	chr7:35336620-35338160	251.47663	254.949935	504.942569	34.880122	28.589248	50.617992	506.692408	407.618887	399.167669
1307	2174	-0.599810473210108	9.04756470034128	57.7560438364978	4.07516330343112e-06	0.000133431601593466	chr5	64158580	64161120	chr5:64158580-64161120	1942.231598	1907.381624	1839.015724	2532.4433	2404.300352	2110.926928	2402.097061	2442.232753	2496.443123
2977	875	0.971281562642236	8.75094719756683	57.830235918948	4.04725393040046e-06	0.000133431601593466	chr14	34822320	34823820	chr14:34822320-34823820	2719.671478	2783.20394	2408.705479	979.550375	1270.25947	1042.018042	2069.77571	1543.035214	2114.820783
3052	942	-3.62690479029117	5.44363779570008	57.6550884894725	4.11349831502015e-06	0.000133431601593466	chr14	100285260	100286780	chr14:100285260-100286780	44.652196	48.941261	39.792818	455.621825	507.038636	385.566478	7.0374	45.677702	24.673807
2160	2942	1.34490690627363	7.91585903315112	57.4687467059407	4.18535611407687e-06	0.00013436287566222	chr9	37143780	37146090	chr9:37143780-37146090	1668.154329	1409.243631	1311.47878	466.521894	582.155676	361.443865	1172.311902	1137.700684	1394.208139
7	1003	-3.94150743629297	7.44526455719266	62.2332509269768	4.62650652210038e-06	0.000147009605202251	chr15	61986160	61988910	chr15:61986160-61988910	168.60986	110.68695	136.464766	2027.954323	1689.008309	1517.648789	93.831986	400.114793	95.953697
2963	862	1.10698507782462	8.30931200097165	55.7679182113972	4.91283931879748e-06	0.000154531127663993	chr14	25459960	25461860	chr14:25459960-25461860	1747.734261	2145.828802	1750.886746	602.408785	769.66788	764.805333	1738.235325	1269.839299	1664.112641
336	130	1.64488331854667	7.00545148640716	55.4106287640379	5.08365625124639e-06	0.000158305055663813	chr1	136948140	136949680	chr1:136948140-136949680	1497.353017	1500.486558	1126.790513	292.847766	332.980565	446.861632	16.4206	24.796457	16.449202
865	1777	1.94621449473689	7.06325656198967	55.1025525361709	5.2364723695669e-06	0.000158314319988654	chr3	9250940	9252660	chr3:9250940-9252660	1168.07816	1021.506611	734.481812	179.124016	232.918232	204.44913	677.153307	374.774523	741.859912
1681	2510	1.22435480763476	7.83391078745802	55.237110668912	5.16908332556616e-06	0.000158314319988654	chr7	18924580	18927450	chr7:18924580-18927450	1393.119539	1346.26465	1175.913255	514.481763	502.134026	351.063244	1228.024684	1099.41808	1335.402661
2865	774	1.61098791064396	6.71695507736171	55.1950475423874	5.19004103078602e-06	0.000158314319988654	chr13	58272980	58274620	chr13:58272980-58274620	796.342229	762.194252	628.592791	198.017428	180.504629	204.844682	444.528807	361.506074	589.430404
1506	2353	-1.33633059846267	7.8347695014209	54.7194231880875	5.43398022327303e-06	0.000162705907839156	chr6	48741950	48743900	chr6:48741950-48743900	526.785944	454.603825	598.916496	1042.407866	1016.740289	1215.918039	1045.443411	1461.685473	1155.969051
289	1258	-0.683594687598645	8.59017894855328	54.5063777265856	5.54752619066984e-06	0.000163214743959723	chr17	48095140	48097740	chr17:48095140-48097740	1348.055884	1397.102986	1275.39614	1644.816738	1785.707402	1842.611885	1711.650154	1870.39173	1715.105392
3060	95	1.15009829667371	7.28496905490869	54.4910499469221	5.55580053298994e-06	0.000163214743959723	chr1	92831400	92833110	chr1:92831400-92833110	933.038036	1007.848758	848.1278	321.187847	361.149399	342.560988	745.963261	739.652132	815.33293
349	1311	-0.541171763090575	9.14329354052312	53.8716143831108	5.90243626770272e-06	0.000170957561133821	chr17	90453560	90455880	chr17:90453560-90455880	2321.089654	2477.984913	2223.005842	2961.905024	2766.431302	2618.09487	2105.352625	1912.371859	2144.430343
959	1861	0.880320266665817	8.31775252320166	53.8256066545582	5.9291639699591e-06	0.000170957561133821	chr3	108185920	108188480	chr3:108185920-108188480	1852.105123	1635.549288	1810.913604	857.470229	801.900695	697.578428	1484.889448	1659.404661	1650.130693
2724	647	0.737592317708343	8.60854347158727	53.3377584162545	6.22134922606411e-06	0.000177736527430859	chr12	80517660	80521040	chr12:80517660-80521040	2018.387092	2021.009967	1991.891702	914.876941	979.882676	1061.790334	2201.921971	1849.727807	2138.398043
115	1100	1.08993065582552	8.12026142677091	52.7360930101865	6.60490584917568e-06	0.000186792154637078	chr15	101076160	101078060	chr15:101076160-101078060	1129.726922	1038.389334	1218.516454	490.501753	460.791343	353.139393	2141.712814	1916.286929	1990.903763
2007	2804	1.42926849125339	7.32458976564022	52.6555538555792	6.65829452945269e-06	0.000186792154637078	chr8	80878020	80881100	chr8:80878020-80881100	1442.839703	1232.447933	899.274121	342.987954	357.64579	378.250636	582.539578	469.174918	680.175345
