regionID	logFC	logCPM	F	PValue	FDR	V1	V2	V3	V4	DMSO1	DMSO2	DMSO3	PDsiNanog1	PDsiNanog2	PDsiNanog3	t2i1	t2i2	t2i3
441	1395	-6.85892871848861	6.36412226428325	183.997967929884	5.51772254313586e-09	6.36377333308336e-07	chr18	75368460	75370060	chr18:75368460-75370060	513.63666	520.33331	149.7291	627.479533	563.376256	724.07367	7.0374	5.220304	4.934762
1395	2253	-6.41567660472674	7.02396286160273	176.11629217103	7.38585924992607e-09	8.21413060866778e-07	chr5	128601180	128602770	chr5:128601180-128602770	1553.921955	1464.444444	1003.140376	359.519674	486.577746	415.719796	0	10.440608	4.934762
717	1643	2.32332315814043	8.07896405272894	169.924048003078	8.34875062217422e-09	8.96483084050018e-07	chr2	92914200	92916100	chr2:92914200-92916100	1440.922183	1390.463885	1322.832411	396.761352	384.553407	233.712678	1789.843441	1838.852772	1773.774118
2653	583	-1.85968401090769	8.62965055438302	168.504625259228	8.78171928855108e-09	9.11542462151602e-07	chr12	11149740	11151280	chr12:11149740-11151280	2681.868003	2787.377095	2236.044885	2007.06135	1881.285207	2090.759029	498.091013	738.238577	514.860432
400	1358	-5.13467541356936	6.41957460684238	165.162939873813	9.90750093504790e-09	9.95224448765779e-07	chr18	44661080	44662800	chr18:44661080-44662800	886.468234	897.825853	714.023521	307.744484	450.420853	162.135748	9.3832	8.265481	9.869524
1186	2065	-3.4477046676204	6.49478564670726	158.996973963203	1.24529006580276e-08	1.21182289528431e-06	chr4	142083160	142085000	chr4:142083160-142085000	612.802993	487.705616	299.008578	600.228211	658.113558	594.167972	55.1263	56.33579	69.086653
514	1460	-4.11500149415033	6.25424257790475	157.06656159278	1.33998044898737e-08	1.26428033040321e-06	chr19	30029490	30031030	chr19:30029490-30031030	778.536002	841.865766	607.909641	306.291149	312.519703	177.953838	21.1122	12.615735	14.804282
711	1638	1.91097810080114	8.14499372780534	156.082363592433	1.39144413966452e-08	1.26428033040321e-06	chr2	91975320	91977140	chr2:91975320-91977140	779.084502	692.006875	792.260376	586.421984	452.943476	658.428835	2134.675742	2263.003174	2401.586288
725	1650	1.76487979750098	8.24524117809052	155.536028621371	1.42099587553347e-08	1.26428033040321e-06	chr2	101795840	101797620	chr2:101795840-101797620	1912.098295	1884.429395	1574.629091	521.022153	528.059962	376.075623	1618.600202	1807.965737	1726.071596
1256	2128	-4.82294936764108	6.38046500726178	154.749675425678	1.46481236951752e-08	1.26706269963266e-06	chr5	28208200	28211800	chr5:28208200-28211800	134.778329	101.67643	84.981426	897.800298	832.45198	846.862033	32.841199	13.05076	50.992528
676	1606	3.57454051360479	6.99524060753269	153.139601772286	1.55948913831164e-08	1.31249977748715e-06	chr2	69583980	69588180	chr2:69583980-69588180	131.217138	161.05098	265.061025	122.080481	104.266649	84.23153	1289.015737	1370.330386	1278.652689
12	1008	-1.72719716020727	8.35464158161098	150.739450579955	1.7140628873429e-08	1.36861329004764e-06	chr15	66967960	66970640	chr15:66967960-66970640	2720.219561	2554.81066	2259.425873	1409.738995	1361.913513	1329.116789	368.290211	540.084175	408.488767
1638	2472	2.34139296938922	7.36061781129205	150.785610923665	1.71092778080705e-08	1.36861329004764e-06	chr6	128033720	128035580	chr6:128033720-128035580	694.710693	640.789468	472.118796	255.060944	257.863739	194.167497	1366.818266	1168.912998	1277.556056
40	1033	2.45935568934713	7.71781788960332	148.786561407817	1.85298542677273e-08	1.44254915474257e-06	chr15	78801140	78803800	chr15:78801140-78803800	1523.103848	1464.823641	1404.21666	205.647457	235.440802	141.57227	1185.40932	920.079169	1309.357739
931	1836	-1.22019665918553	8.75229551080531	146.688848988191	2.01691888563193e-08	1.53187449020922e-06	chr3	89830300	89832260	chr3:89830300-89832260	2171.518661	2058.569201	2082.381293	2215.615338	2237.529691	2531.689234	1141.621516	938.567433	1111.692857
799	1717	-1.32280526076286	8.62075093646684	139.129158345459	2.76394854749395e-08	2.0016129713712e-06	chr2	149830080	149832880	chr2:149830080-149832880	1529.952049	1256.349851	1097.564254	2547.340691	2521.180084	2550.868475	1033.714912	1009.041775	1201.341673
2896	801	-3.27181889938823	6.84294362555371	139.267451819801	2.74767698368188e-08	2.0016129713712e-06	chr13	94057340	94058960	chr13:94057340-94058960	1346.13832	1243.639514	1045.406348	337.901133	369.978401	236.480857	23.458	45.677691	34.543327
439	1393	-4.71560377874934	6.87467712151028	133.171524881105	3.88661959629851e-08	2.72446507506962e-06	chr18	75342480	75344010	chr18:75342480-75344010	561.850061	533.137178	296.535611	985.546147	846.606216	1047.653099	16.4206	65.253797	34.543338
460	1411	1.47409701360885	8.15305541341353	131.069747341464	3.93708825877113e-08	2.72446507506962e-06	chr18	82912550	82915270	chr18:82912550-82915270	1372.985025	1541.461131	1159.164315	651.095958	572.906242	542.16577	1835.5869	1699.862564	1682.754825
2720	643	-3.80569415763952	5.83608146913754	125.986140913377	4.97290608126121e-08	3.36644120370596e-06	chr12	76532760	76534260	chr12:76532760-76534260	509.527569	515.211314	311.148803	309.561181	313.921098	219.080936	21.1122	26.101552	16.449206
1141	2024	-3.0340001522283	7.58917768739625	123.793832715091	5.82458530658352e-08	3.85909758397895e-06	chr4	125489540	125492780	chr4:125489540-125492780	562.397803	616.697943	342.62334	1724.387925	1489.724477	1716.066905	147.785401	305.822887	185.876041
816	1732	-2.81988080992679	6.87063446522414	121.99414750769	6.01064294083564e-08	3.89940460786712e-06	chr2	156419800	156422380	chr2:156419800-156422380	854.143422	763.332484	512.136611	565.348706	788.727029	718.933095	121.199641	78.304602	112.951192
2793	709	-1.59613041134213	8.54717379091591	120.392356854885	6.49591360880485e-08	4.12821938322823e-06	chr12	118848800	118850910	chr12:118848800-118850910	1870.321891	1861.570991	1831.821399	2138.225451	2145.314932	2170.443399	634.146976	971.847032	663.040635
1631	2466	2.17442751934952	6.71082367018761	111.681329225045	1.00804387198934e-07	6.19808632719848e-06	chr6	124863340	124865020	chr6:124863340-124865020	738.267228	650.084587	792.035916	108.637069	109.031527	121.206422	581.366896	483.96587	564.48235
2168	295	1.96492881459435	7.57292957185858	111.547762874595	1.01510084356815e-07	6.19808632719848e-06	chr10	94514220	94516260	chr10:94514220-94516260	535.003881	526.972426	446.489545	276.861071	385.113905	448.245768	1592.405562	1523.459598	1499.894641
2282	3051	-1.11636861838119	8.42821594735542	109.20686828705	1.14854480803915e-07	6.7907292967025e-06	chr9	118478500	118480200	chr9:118478500-118480200	2115.360977	2326.79733	1909.159142	1615.387694	1699.098474	1416.907224	773.33119	791.746623	756.115807
2792	708	-2.37267664083357	7.35409061447627	109.08910471741	1.15577602031224e-07	6.7907292967025e-06	chr12	118846140	118847640	chr12:118846140-118847640	891.946597	1139.876886	981.557799	777.536498	948.490542	1016.709359	143.093748	250.574702	169.426895
116	1101	2.11890027763075	7.90601217218049	108.486025679641	1.19364222915849e-07	6.88333685481399e-06	chr15	101078200	101079740	chr15:101078200-101079740	842.089917	891.945279	720.318645	526.108506	407.536831	268.117058	1934.500923	1757.068335	1858.213641
1939	2743	-1.4259177076287	8.28847202193522	108.041129029879	1.22249615463835e-07	6.92155095553421e-06	chr8	36456920	36458780	chr8:36456920-36458780	2056.190162	2107.889778	2126.334187	1446.073069	1543.25906	1257.935443	473.851222	651.668586	555.983425
3108	993	-1.09854076493153	8.69958646778322	107.584596703758	1.25294560408985e-07	6.96727251988535e-06	chr15	40654320	40657040	chr15:40654320-40657040	2023.591445	2238.399608	1798.997826	2431.80006	2238.931179	1917.945852	996.181467	1125.192865	1152.816521
262	1233	-2.68275572252266	6.73297429749822	105.293442171498	1.41964215640163e-07	7.7557292544468e-06	chr17	31636320	31638000	chr17:31636320-31638000	589.791931	431.176529	352.515428	679.79945	592.245997	986.061384	112.598401	129.855115	131.867844
969	1870	2.11279451319921	7.16943608113542	102.216567456583	1.68547357950636e-07	8.74760787763799e-06	chr3	121722680	121724380	chr3:121722680-121724380	539.661171	473.857882	402.874871	311.741286	200.124694	219.080879	1215.122869	982.504995	1166.249479
1384	2243	-6.9415163714791	5.70349278888617	102.468669942161	1.66164834991413e-07	8.74760787763799e-06	chr5	119682120	119683620	chr5:119682120-119683620	645.949541	658.241381	307.551722	167.860665	201.24584	125.358654	0	3.915228	0
2238	3011	-1.36182170408488	8.78172508121999	102.658730668308	1.6577505023352e-07	8.74760787763799e-06	chr9	88326700	88328480	chr9:88326700-88328480	2123.031383	2090.817245	1946.928549	2597.117097	2766.991412	2144.935931	893.7484	1267.229434	944.733334
1101	199	0.913812462083223	8.74995249741825	101.746465237812	1.73096312885897e-07	8.83642489060137e-06	chr10	19356320	19358040	chr10:19356320-19358040	1574.878551	1626.823715	1729.529298	1220.078053	1298.849012	1323.382769	2498.665615	2571.870897	2635.713201
79	1069	1.86231741535213	7.82092664772328	96.9360120470755	2.28806160288717e-07	1.11328497365479e-05	chr15	91048830	91050780	chr15:91048830-91050780	932.763894	939.653886	937.380941	545.183225	351.339386	319.921337	1453.22149	1627.648137	1622.989483
2094	2883	-2.99694015913411	6.3536837442036	97.1511175993497	2.25910036813422e-07	1.11328497365479e-05	chr8	120534420	120535940	chr8:120534420-120535940	141.35284	107.177638	56.879017	772.086321	705.48174	856.946496	87.57652	123.982241	99.243585
2490	436	-1.14427244276597	8.18048365133831	97.4277129914125	2.22248039051234e-07	1.11328497365479e-05	chr11	77461880	77463580	chr11:77461880-77463580	1373.532818	1383.255093	1307.545011	1569.605452	1539.335551	1617.797415	675.589786	760.424538	841.651908
703	1630	-1.85824919367176	7.96657711693784	96.4018839233068	2.36184894961495e-07	1.13150732755399e-05	chr2	84838780	84841580	chr2:84838780-84841580	1405.035817	1297.703075	1366.897018	1397.385958	1295.766021	1577.856601	443.355866	291.03206	521.714473
1428	2283	-1.23772849248616	8.90315327781597	95.4796281423835	2.51625578751898e-07	1.18721523065668e-05	chr5	147304340	147307790	chr5:147304340-147307790	2400.257573	2650.796103	2564.392416	2175.104207	2377.112916	2879.984282	1246.986215	930.302059	1179.134614
2724	647	0.9755219696024	8.60854347158727	92.7287953668296	2.95071982062402e-07	1.37142410767511e-05	chr12	80517660	80521040	chr12:80517660-80521040	2018.387092	2021.009967	1991.891702	914.876941	979.882676	1061.790334	2201.921971	1849.727807	2138.398043
2526	469	-2.25364339955763	6.84086468658098	91.9437209111996	3.09764256039199e-07	1.41853807839127e-05	chr11	95585640	95587180	chr11:95585640-95587180	1137.396391	1130.201875	862.8535	436.001849	371.660269	395.057366	82.103	66.558951	120.079271
906	1813	-2.4923763669024	6.58657336543714	91.4153720016185	3.20128057638266e-07	1.42411253069366e-05	chr3	62338080	62340600	chr3:62338080-62340600	782.919384	683.850217	664.114	450.898388	454.905287	467.622973	53.9534	112.454045	93.212144
1587	2426	2.2772543143686	6.73946426583058	91.5453356160812	3.17542094866584e-07	1.42411253069366e-05	chr6	90735400	90738320	chr6:90735400-90738320	644.305625	697.887471	643.205652	94.103714	138.741915	127.731388	623.591146	470.915161	772.017043
2174	2955	-1.11058478312289	8.63072609405859	89.9945768326374	3.50044843680419e-07	1.53526710312792e-05	chr9	51764360	51766060	chr9:51764360-51766060	2378.34325	2324.141683	1995.489458	1973.634531	1928.934211	1877.21436	863.253138	1128.891278	853.166777
1140	2023	-3.5827144170323	6.64325622500448	90.4609736231837	3.5576198525802e-07	1.53867058624094e-05	chr4	125486760	125489440	chr4:125486760-125489440	465.423238	325.706171	344.421914	699.782705	736.873816	941.968032	45.743101	121.372097	43.316239
747	1670	-0.785896332612137	8.74965574997227	89.4069417106524	3.63353783916555e-07	1.54997764810432e-05	chr2	117341580	117343680	chr2:117341580-117343680	2727.341743	2893.985064	2630.152057	1803.594256	1836.999673	1660.110841	1115.817259	1085.823518	1068.650744
1355	2217	-1.7695726525169	7.73136451130134	89.1728671378314	3.68817303998407e-07	1.55202308736627e-05	chr5	107288420	107290540	chr5:107288420-107290540	1577.343393	1521.163127	1122.968855	1044.588079	1181.128414	880.870576	316.682855	381.299892	269.76714
1938	2742	1.32018674970204	8.37244314744549	88.5390015547625	3.84095249676771e-07	1.59476347665795e-05	chr8	36093760	36095740	chr8:36093760-36095740	2009.620927	2131.790912	1887.126743	647.462106	713.610321	557.192731	2004.874963	1407.742513	1683.303061
2817	730	1.86842132876535	6.96682869350193	88.2143734563934	3.92202103693374e-07	1.60699651434364e-05	chr13	34343380	34346620	chr13:34343380-34346620	692.793104	599.435923	490.329138	211.824148	175.459468	241.621781	791.706588	847.864802	804.915363
217	1193	1.45879918074618	8.25898254553054	86.7146824037518	4.3231575262767e-07	1.67228408094425e-05	chr17	5940200	5941770	chr17:5940200-5941770	1937.163621	1927.963501	1380.723023	630.02289	634.008588	465.5468	1530.046094	1593.498244	1941.007418
978	1879	-1.0123649940778	8.90765401014513	87.0484430260703	4.22993435217029e-07	1.67228408094425e-05	chr3	129216740	129219520	chr3:129216740-129219520	2430.391962	2410.642266	2776.958228	2355.863208	2261.353921	2485.025311	1132.238084	1394.691515	1218.887609
1169	205	-0.819344642228251	8.7863792426233	86.6205692012049	4.34987188684922e-07	1.67228408094425e-05	chr10	22157740	22159400	chr10:22157740-22159400	2052.354555	2349.940402	1879.932734	2205.079639	2097.105953	2327.239507	1319.120262	1278.97485	1401.473226
2031	2826	1.05446115609294	9.10144657072674	86.7784994826251	4.30515063866768e-07	1.67228408094425e-05	chr8	91796820	91798340	chr8:91796820-91798340	2607.356837	2517.251345	2559.559318	1155.041373	1419.652603	1650.620205	3291.544617	2979.489099	3071.890744
2352	3114	1.93130288960612	7.82037999596418	87.3933828921874	4.13601978192835e-07	1.67228408094425e-05	chrY	90769670	90773280	chrY:90769670-90773280	1397.639683	1277.500591	1183.781611	297.389492	443.974028	250.222802	1283.151057	1152.708781	1596.533972
179	1159	-1.63442822551031	7.99345712697639	86.2333654542794	4.46180603302826e-07	1.69439804717683e-05	chr16	43978640	43980260	chr16:43978640-43980260	1392.160896	1300.168598	1154.668233	1392.299464	1554.470801	1444.984327	523.112597	360.201095	625.070402
235	1209	1.53712679752259	8.66031744326603	86.7338979221544	4.60117210943173e-07	1.70896371614492e-05	chr17	15373950	15376600	chr17:15373950-15376600	1397.913684	1353.473129	1667.366744	772.812778	767.144673	1170.045993	2689.652756	2985.47167	2697.259969
2736	658	1.23247370922534	8.6179760946199	85.737909169421	4.60992139229843e-07	1.70896371614492e-05	chr12	85598280	85600740	chr12:85598280-85600740	2318.623769	2441.372664	2004.481557	853.836526	913.174599	704.301067	2108.089784	1674.413413	2404.875874
1476	2326	2.42145006730486	7.44489790708376	85.549369602027	4.66777102970558e-07	1.71005164547096e-05	chr6	31219570	31221270	chr6:31219570-31221270	793.602876	1076.518552	1067.213637	143.880496	281.127627	156.204036	1213.167971	912.465668	1192.84271
2243	3016	-1.94870010434219	6.35938171776985	85.1297049063861	4.7995736569455e-07	1.73789213578236e-05	chr9	95637120	95638800	chr9:95637120-95638800	299.141966	379.010428	289.566273	580.609361	529.742129	547.70195	161.860171	142.688365	152.155231
2169	2950	1.49684642204103	8.2225004924852	84.3696345177919	5.0493888791929e-07	1.80733298503525e-05	chr9	44732920	44736140	chr9:44732920-44736140	2159.191618	2184.526269	2121.837336	366.968045	459.670164	530.302176	1097.832701	1576.53293	1405.311074
3019	912	-3.58588136475792	5.97054585836798	83.7088127526685	5.2788522513374e-07	1.86799385348462e-05	chr14	61045840	61047380	chr14:61045840-61047380	882.085307	805.444706	514.834592	98.100402	163.126852	91.349688	7.0374	9.135532	14.804285
2079	287	1.73525887484731	7.56440413289067	83.3803545699657	5.39737446205216e-07	1.88847461514949e-05	chr10	85386880	85388500	chr10:85386880-85388500	782.919156	770.540775	646.128368	295.027688	468.078791	355.116539	1145.530481	1449.505137	1370.768427
691	162	-2.2889672356204	7.91593797651683	83.1871640694533	5.71084139080291e-07	1.97595112121781e-05	chr1	180936080	180937820	chr1:180936080-180937820	1818.958719	1808.551328	1850.705942	1010.071076	1085.270609	1213.644767	207.21224	357.590836	153.525999
1668	25	-2.24655411207964	7.82248431833884	82.7365638316165	5.88770740797978e-07	2.0147605349944e-05	chr1	38835020	38837440	chr1:38835020-38837440	1328.059254	1210.253357	852.06232	1338.525652	1388.540516	1557.688301	445.701627	204.896971	309.793521
1118	2003	2.35815359357673	7.45238030889702	81.7476172835249	6.03415540518163e-07	2.04243042736256e-05	chr4	117493720	117497780	chr4:117493720-117497780	1014.123961	1124.132157	933.446724	168.587279	270.756958	152.644888	1219.032737	716.486505	1302.229817
1719	2545	3.43228321453272	5.97291018163867	80.9910350992325	6.35839117550247e-07	2.12903549682954e-05	chr7	35336620	35338160	chr7:35336620-35338160	251.47663	254.949935	504.942569	34.880122	28.589248	50.617992	506.692408	407.618887	399.167669
2595	530	-6.26843647196967	5.9544095970047	82.5049554417784	6.86052588915658e-07	2.27273166157804e-05	chr11	108922710	108924210	chr11:108922710-108924210	492.543188	569.84355	584.303285	318.644469	225.350488	253.683127	0	0	10.691984
678	1608	-2.07739098566526	8.53924442526421	88.8868455077079	7.30909102111679e-07	2.37088639997476e-05	chr2	70471220	70474220	chr2:70471220-70474220	2216.992294	2477.035944	2510.998251	1975.087644	1891.37525	1925.459226	326.066013	708.874321	423.567271
1182	2061	2.18793489188861	7.38583170677486	79.0121810951245	7.30613379842439e-07	2.37088639997476e-05	chr4	140647160	140649660	chr4:140647160-140649660	1042.066451	1057.359503	1020.67592	265.960933	208.533291	121.008696	1017.293543	800.012277	1070.844411
2455	404	-2.83134818088883	8.53442547281463	88.474446019708	7.49103186119499e-07	2.40485290884136e-05	chr11	68384000	68386700	chr11:68384000-68386700	2778.842407	2894.364653	2819.674144	1740.375165	1590.34765	1990.313522	204.084575	440.680825	148.042813
2840	751	-1.23297741502537	8.43140152624386	77.5300877817541	8.12358945284306e-07	2.58131199552585e-05	chr13	48261300	48263580	chr13:48261300-48263580	2070.43533	1953.098843	1729.753891	1627.377476	1519.714841	2061.298269	738.535074	904.200737	713.896239
2380	337	-1.17901533773277	8.96178431219853	76.1593394282437	9.3504365561215e-07	2.94113731674367e-05	chr11	6064480	6066820	chr11:6064480-6066820	2423.268835	2301.758528	2680.286753	2702.485075	2545.004371	2691.846654	1065.773639	1543.905676	1117.998779
768	169	-1.01219357091741	8.18262842631281	75.0752985549038	9.72177394662074e-07	3.0273604069777e-05	chr1	185454040	185456020	chr1:185454040-185456020	1487.491708	1322.552732	1185.693121	1617.567409	1515.230429	1508.652261	856.997857	775.215487	815.881335
2681	608	-1.0131494405536	8.88472534554236	74.7985463420719	9.92377351968462e-07	3.05966640993049e-05	chr12	44328670	44330800	chr12:44328670-44330800	2845.273069	3035.877368	2265.945887	2396.919699	2322.877065	1947.901486	1066.164829	1333.462193	1112.927023
19	1014	1.39935196113555	7.74999266175013	74.3462217520577	1.02644543190807e-06	3.1336775244723e-05	chr15	73747060	73748860	chr15:73747060-73748860	1130.27462	984.895963	740.776919	460.344857	528.06008	448.245856	1402.395731	1319.649543	1310.18034
3040	931	-5.62540916257933	5.0111023038577	74.1480673200462	1.04179425438744e-06	3.14965758074028e-05	chr14	70626300	70627800	chr14:70626300-70627800	104.097141	125.19858	60.700993	287.761135	225.911062	360.652969	7.0374	0	11.514444
334	1299	0.822819275861798	8.54359433242339	73.9523231239893	1.05721728118836e-06	3.16555251309668e-05	chr17	83215260	83216840	chr17:83215260-83216840	1489.683328	1604.439193	1390.727611	1238.245611	1113.299482	1059.813328	2012.693784	2147.72065	2262.315552
679	1609	-2.64316196432391	8.28354264116951	81.4920782069613	1.15450638732163e-06	3.42393608582814e-05	chr2	70474480	70475980	chr2:70474480-70475980	1855.118521	2057.999497	2055.740614	1636.460392	1685.084588	1895.405331	152.476998	464.172039	271.412022
54	1046	1.16203144556843	7.91611798811709	71.9836947457111	1.22793237545015e-06	3.54053834921459e-05	chr15	84104470	84106500	chr15:84104470-84106500	1061.241639	1064.093713	1048.328757	604.407163	659.514796	552.150877	1307.195653	1397.954401	1624.360635
1876	2687	-3.85022839142215	6.16435123929013	72.6654095720682	1.21269191826016e-06	3.54053834921459e-05	chr7	144938940	144940600	chr7:144938940-144940600	425.701959	344.86541	573.736956	379.321043	456.867386	470.58882	9.3832	47.41777	39.47809
2611	545	1.83068292596869	6.69348771934087	72.0317400409807	1.22340354339141e-06	3.54053834921459e-05	chr11	117265160	117268360	chr11:117265160-117268360	516.650065	539.681939	408.0456	156.96057	210.215005	165.101702	720.550775	554.440079	742.956566
3012	906	1.64345292607416	7.89771901797764	71.4000642975879	1.28452211216579e-06	3.66834305064078e-05	chr14	57698880	57701000	chr14:57698880-57701000	1631.857739	1505.418705	1060.244281	407.298196	487.979186	305.091814	1307.781835	1462.773073	1216.420062
3052	942	-4.20558125473265	5.44363779570008	71.2871215826682	1.29581803330278e-06	3.66834305064078e-05	chr14	100285260	100286780	chr14:100285260-100286780	44.652196	48.941261	39.792818	455.621825	507.038636	385.566478	7.0374	45.677702	24.673807
2691	617	2.48858785077547	6.50480383082961	71.0524617037383	1.3196563625055e-06	3.70217109265056e-05	chr12	54984260	54985880	chr12:54984260-54985880	581.847634	697.697647	466.72325	91.560349	62.223653	110.331454	590.358802	349.325518	642.616205
