regionID	logFC	logCPM	F	PValue	FDR	V1	V2	V3	V4	DMSO1	DMSO2	DMSO3	PDsiNanog1	PDsiNanog2	PDsiNanog3	t2i1	t2i2	t2i3
1471	2321	-3.29784601353387	7.17910235707302	507.738942165234	8.74737738155666e-33	1.76139747638769e-30	chr17	56723020	56725420	chr17:56723020-56725420	413.177215	454.786609	512.647349	1002.322284	850.7033	854.053062	108.681144	83.417922	100.212303
4107	4695	-3.20027204225004	7.42825536307532	506.19116961198	9.56793740356581e-33	1.76139747638769e-30	chr7	29228910	29230600	chr7:29228910-29230600	915.834203	1051.996862	1122.614277	684.44111	572.849194	616.67975	61.750655	76.466442	78.768517
4459	5010	1.98557149048115	8.41779059984304	506.704715723908	9.28723249822404e-33	1.76139747638769e-30	chr7	144853480	144854980	chr7:144853480-144854980	1241.559813	1284.45564	1272.50172	469.143835	421.895883	413.164297	1913.446459	1783.6173	1794.903576
5297	5766	-2.24556665785243	8.08680251771957	506.643430332819	9.32028049948891e-33	1.76139747638769e-30	chr9	107696640	107698140	chr9:107696640-107698140	683.897434	686.209709	695.211184	1691.00869	1573.676932	1801.82888	392.734196	424.265152	318.89581
437	1391	1.95971659909402	8.39882459087432	494.555220609206	1.89230313005892e-32	3.37804779975063e-30	chr13	66713560	66715260	chr13:66713560-66715260	1340.418251	1465.44946	1637.866652	346.304108	401.436839	418.071202	1611.280053	1598.618466	1609.765852
4547	5090	-2.21527971254925	8.05226243588548	490.935134779424	2.34633837696556e-32	4.06537628785414e-30	chr8	27089320	27090940	chr8:27089320-27090940	901.892583	1053.262585	1033.819073	1385.650728	1344.205271	1385.229404	271.702855	360.580415	312.526412
1649	2482	2.92400251098968	7.38222550063591	483.287902328397	3.71285855709197e-32	5.91147290806184e-30	chr18	75343650	75345580	chr18:75343650-75345580	510.894896	464.803438	437.822088	144.837796	121.0946	151.378912	1094.632534	1174.353029	1102.865982
1960	2762	-5.47538048192902	7.0921349113658	763.931739411018	3.63714871768602e-32	5.91147290806184e-30	chr2	28538600	28540160	chr2:28538600-28540160	156.399	197.342879	219.503027	1120.805387	1072.709909	1282.673914	9.880098	32.290814	40.764304
4933	5438	-3.19845426681453	7.08040973571673	483.629549112502	3.63701048031855e-32	5.91147290806184e-30	chr8	120227340	120229020	chr8:120227340-120229020	390.870833	371.197978	433.559743	793.450958	961.568339	842.521531	92.625942	95.751153	112.526475
3245	3919	2.01236621945043	8.20942587932669	482.069087639376	3.99698248360008e-32	6.19637468707581e-30	chr5	110800620	110802120	chr5:110800620-110802120	704.682836	801.115025	713.207191	450.412781	429.084176	448.003707	1795.708264	1982.295419	1926.113875
4508	5055	3.19368764494801	7.09331219175568	479.263757837854	4.73928686570232e-32	7.15875357073138e-30	chr8	13977520	13979020	chr8:13977520-13979020	115.588224	127.109981	152.965411	149.411682	101.18866	113.350234	1057.993971	1241.850058	1255.625554
3521	4167	2.87926335212804	7.47413622986017	478.783729035808	4.87989266406355e-32	7.1868619209996e-30	chr6	29990360	29991860	chr6:29990360-29991860	204.307229	209.54721	220.213368	204.297533	160.353576	198.731036	1712.55108	1444.115457	1239.914616
5332	5798	2.57682185309299	7.70152169259417	476.773713741504	5.51695337061065e-32	7.92692007469935e-30	chr9	110954540	110956040	chr9:110954540-110956040	804.048131	778.318441	851.491394	202.119518	159.800662	184.500877	1231.719328	1127.93547	1105.30694
5612	747	-2.33431047213266	7.79504496232233	464.381865846983	1.18757281392618e-31	1.66571224924741e-29	chr11	61016280	61017810	chr11:61016280-61017810	164.383677	165.104856	134.37753	1699.720504	1682.191746	1836.545115	364.122964	347.910843	387.473254
3771	4392	-4.73608632459369	7.20439919059683	707.920986186326	1.33083305774375e-31	1.82324128910894e-29	chr6	115990920	115992460	chr6:115990920-115992460	139.415604	218.297576	209.794677	1212.717429	1256.287615	1282.183237	26.346948	54.715016	68.78973
3656	4289	-4.90893643185888	6.27646244174115	456.255336117322	1.98277469407866e-31	2.65466493700395e-29	chr6	72239420	72242240	chr6:72239420-72242240	178.958951	153.821485	210.268246	599.824851	614.873098	517.682168	18.113513	17.490863	25.477692
5017	5513	1.80518237625076	8.51239573086845	455.414185244366	2.0917666195428e-31	2.73835492349481e-29	chr8	124234860	124236400	chr8:124234860-124236400	927.241199	779.699866	1018.190835	617.249099	604.367112	618.765196	2341.584769	2234.791507	2260.083971
3369	403	2.01581332700533	8.10209772153654	453.302084865378	2.39350133361669e-31	3.06524268615999e-29	chr10	77602460	77604880	chr10:77602460-77604880	884.655978	881.48014	927.737399	361.332109	347.801459	394.027369	1526.475821	1677.775114	1543.948245
2129	2914	3.3818180569101	6.82081078165611	449.773011197331	3.00157135946877e-31	3.76218231460224e-29	chr2	116062500	116064000	chr2:116062500-116064000	270.71977	300.274285	309.245885	73.181231	79.070876	66.243636	712.190857	863.778491	857.324363
4686	5215	-1.4968610558874	9.08494764044806	449.404626805003	3.07361992626934e-31	3.77222812201097e-29	chr8	71527960	71529640	chr8:71527960-71529640	2511.508772	2468.743441	2856.616679	2044.935181	2092.337874	2131.575801	701.899034	784.397074	879.192844
4897	5405	-1.49962332844549	9.0283728495052	439.934146444469	5.68913387543131e-31	6.83973217554406e-29	chr8	111738920	111740420	chr8:111738920-111740420	1963.986105	1746.841271	2091.317057	2220.265387	2465.021775	2650.729203	840.631747	992.044753	928.662223
4887	5397	-2.34877653436482	7.70947960202352	435.068727051258	7.84108699089787e-31	9.23836869267587e-29	chr8	110726410	110727920	chr8:110726410-110727920	739.156376	680.107533	725.283211	1062.870537	1197.53668	1213.731502	244.738432	256.195993	223.991391
1950	2753	2.37582030747495	7.73855461577605	426.63677326217	1.37746995871155e-30	1.59111284838622e-28	chr2	26610540	26612040	chr2:26610540-26612040	303.672557	361.526522	346.184868	345.868449	267.071694	260.06775	1635.980217	1514.527454	1672.185707
2824	354	1.5919491071178	8.77222136161063	425.690232755449	1.46829567628847e-30	1.66340958250295e-28	chr10	61407360	61409020	chr10:61407360-61409020	926.734219	841.412467	933.65793	942.644728	760.849745	906.311808	2643.750762	2959.988886	2774.94594
2102	2890	-5.91387694998063	5.8721870623358	423.195008966127	1.73850042706824e-30	1.93235962563377e-28	chr2	92917780	92919300	chr2:92917780-92919300	89.986462	120.892711	100.871946	434.078013	495.437284	498.54498	7.821743	8.072698	8.917193
5457	607	-1.56094154748131	8.75126984543705	420.606844062647	2.07331763723154e-30	2.26183596313537e-28	chr11	3126540	3128280	chr11:3126540-3128280	1428.630223	1668.088345	1625.790491	1976.328021	2113.902397	2073.673039	715.484156	804.579047	704.0334
2446	32	2.62630964531954	7.33402845526939	418.638624515267	2.37196516332729e-30	2.54059032312019e-28	chr1	39526760	39528260	chr1:39526760-39528260	281.872898	296.589859	316.82309	177.290213	175.835999	197.258921	1099.984386	1169.195531	1349.043361
4317	4884	-3.13186999049999	7.07551491447432	414.973801546708	3.05186010940656e-30	3.21044784009179e-28	chr7	102245080	102246610	chr7:102245080-102246610	310.770056	374.421676	401.830308	788.223207	1025.571148	860.186749	72.865744	124.005621	128.66238
5780	899	-2.64066789100633	8.28001584676201	613.835866038263	3.93031719468997e-30	4.06201729717871e-28	chr11	95096220	95097920	chr11:95096220-95097920	1210.128021	943.653281	1095.857533	1721.936254	1566.488513	1979.459513	265.939436	367.756266	265.817346
2940	3644	-5.39434498466537	6.05866555561292	409.982682161377	4.31504086918688e-30	4.38274237247929e-28	chr4	137278860	137280580	chr4:137278860-137280580	243.09013	184.217399	256.678776	429.722084	411.113427	448.24909	9.880098	13.454509	8.917195
5882	990	-2.40279778409113	7.63967055032545	408.060572629553	4.93553933974979e-30	4.92801055092645e-28	chr11	102218340	102219840	chr11:102218340-102219840	588.080495	633.247249	538.930891	1180.047993	1166.710052	1222.318779	188.545349	275.368632	256.050855
1066	1958	-3.48563173177582	6.74508782238515	403.497994808507	6.80449899033469e-30	6.68088392534361e-28	chr16	10781560	10783060	chr16:10781560-10783060	317.360674	293.366213	264.256028	700.013633	653.57912	807.682411	79.040826	53.817964	71.337535
4297	4866	-3.15091365238952	6.89829503403256	402.486091831209	7.3098818651792e-30	7.05942853570011e-28	chr7	99383800	99385420	chr7:99383800-99385420	402.023985	404.357008	396.384136	755.33502	691.732127	694.822707	96.330989	68.617948	90.870449
3434	4089	3.06563889856595	7.25273281901443	415.672806671256	8.95714687540309e-30	8.51073423274187e-28	chr5	139325860	139328020	chr5:139325860-139328020	559.943828	509.591313	545.324168	71.221017	136.853447	106.725825	807.698351	1012.226937	992.355775
640	1574	-2.29404843881644	7.66039772053764	398.439443614423	9.75022006461414e-30	9.11722958740348e-28	chr14	55881600	55883140	chr14:55881600-55883140	805.569439	732.263951	873.276373	915.637218	1082.109996	1055.973419	211.59895	221.999166	228.449978
4985	5485	-2.26434120776728	8.16111737718172	473.111271837722	1.68579000894016e-29	1.55171702229164e-27	chr8	122578620	122580120	chr8:122578620-122580120	594.16409	782.002473	958.519881	1591.256957	1839.089275	1794.958833	330.160124	419.780321	408.917008
2361	3122	-2.18760428321566	7.72420809927576	371.278489890667	7.21262880842427e-29	6.53686097083498e-27	chr2	181041340	181043920	chr2:181041340-181043920	615.963734	523.177383	555.979629	1211.411559	1262.369685	1360.694698	330.983518	282.095947	279.830041
5160	5642	-1.80239582230712	8.16119638668174	366.579354391417	1.03259015657448e-28	9.21664941269733e-27	chr9	58255900	58257400	chr9:58255900-58257400	1148.278537	1103.461581	1265.398389	1295.483265	1350.287457	1313.096755	349.097006	417.537804	442.887361
314	1280	-3.08003490094896	6.78643554955625	363.343788113564	1.32500218307161e-28	1.16501311350371e-26	chr12	112932340	112933840	chr12:112932340-112933840	253.482999	223.824136	289.829232	771.016815	709.425993	809.645265	76.570776	123.781362	88.322685
3018	3714	1.49910761986927	8.66035323077604	362.445322635976	1.42046902186544e-28	1.23058573644255e-26	chr4	149944580	149946080	chr4:149944580-149946080	1046.884544	954.246015	1048.499767	758.384092	749.791003	881.286707	2367.108453	2579.674996	2235.667456
1060	1952	-1.73719573001734	8.15413438512638	359.669724365729	1.762695354773e-28	1.50493309202431e-26	chr16	8665720	8668220	chr16:8665720-8668220	801.5132	888.848869	872.329193	1503.264104	1464.194271	1666.887738	453.661423	524.276939	501.48578
1707	2534	-2.99718466146973	7.00598476118211	357.964704314174	2.01404151060773e-28	1.69495979128431e-26	chr19	4211440	4213030	chr19:4211440-4213030	675.912616	502.913314	644.360964	518.040652	579.622698	713.837305	88.920903	77.475483	73.885321
2529	3274	2.24870106939275	7.60575033925363	354.649181938615	2.61404340000932e-28	2.14514497240823e-26	chr3	96329980	96331480	chr3:96329980-96331480	433.962836	554.494249	429.534413	268.33102	261.542269	239.458534	1318.993253	1345.449513	1228.024464
4442	4997	-2.7496081436799	7.10050762025915	354.611641889808	2.62180339523668e-28	2.14514497240823e-26	chr7	142532320	142534530	chr7:142532320-142534530	338.146253	388.698678	329.609671	844.743081	851.532561	983.718818	172.078485	119.296554	130.360891
2341	3104	2.27796672965046	7.44723042659864	346.097105804683	5.17128259324063e-28	4.17315421325761e-26	chr2	173280850	173282520	chr2:173280850-173282520	622.554253	630.944525	676.386628	174.785465	189.659629	200.203066	892.914165	986.999246	1036.517271
4368	493	-1.72759200179584	8.09144783521829	341.159949389149	7.71729283384959e-28	6.14359082219026e-26	chr10	81328040	81329540	chr10:81328040-81329540	850.182086	837.728356	836.337054	1403.511747	1478.569874	1487.784621	438.017856	503.198067	463.693999
1190	2069	-1.28695817232305	9.12150643569327	335.4047372573	1.23830766516584e-27	9.72649394065594e-26	chr17	3081400	3083190	chr17:3081400-3083190	1780.971506	1908.722324	2003.941413	2592.378474	2733.198823	2535.66187	952.812515	1254.519865	1231.63399
2319	3085	-2.72518841558597	6.90812026975797	333.360089391689	1.4672338525657e-27	1.13729929282428e-25	chr2	168076580	168079480	chr2:168076580-168079480	397.461253	425.081608	420.063059	641.206798	691.17928	727.208571	86.450888	126.472322	118.89591
257	1229	1.7305188755394	8.18449777393511	332.463554998941	1.58096316490488e-27	1.20953948109801e-25	chr12	102706120	102707980	chr12:102706120-102707980	878.572301	946.877159	1022.45279	507.477116	453.413609	403.350522	1646.683523	1620.818205	1552.441303
5831	944	-2.53387087803311	7.40743623884349	343.682534216345	1.68969469803964e-27	1.27615275207071e-25	chr11	97665080	97667160	chr11:97665080-97667160	520.65411	505.215937	626.779387	925.220525	934.474182	1094.983913	226.41912	173.338744	140.33968
4231	4806	2.78975950216341	6.88211792641652	331.360930379279	1.73339562093447e-27	1.29258653201582e-25	chr7	65865080	65866580	chr7:65865080-65866580	383.773303	321.459338	366.548665	84.942504	103.400438	122.182687	774.764336	788.43349	719.320268
4253	4826	-2.47256495266511	7.34315465855971	325.073096643639	2.94450482751981e-27	2.1682597423649e-25	chr7	79468500	79470000	chr7:79468500-79470000	555.12787	406.65985	654.483879	916.943753	841.579801	1019.17102	167.961772	199.57497	164.755814
2137	2921	-1.61072837598414	8.23104897605543	322.527056038503	3.65802190361439e-27	2.66042062150523e-25	chr2	118543740	118548440	chr2:118543740-118548440	1188.328308	1237.479834	1312.755641	1322.925252	1377.934658	1288.56256	444.604779	497.367992	449.256755
2249	3021	1.96829120974698	7.80976196716254	321.720301192954	3.91954037904372e-27	2.79478420120744e-25	chr2	155589530	155591130	chr2:155589530-155591130	443.088151	468.372709	378.861757	361.114348	326.236637	423.959683	1537.17934	1522.151892	1560.508603
3438	4092	-3.37764971389447	7.08948567588532	413.854703448227	3.93765215922963e-27	2.79478420120744e-25	chr5	139913390	139915000	chr5:139913390-139915000	470.21084	442.467034	466.946956	816.972697	761.40265	902.508852	93.860972	49.893796	108.917153
4572	5112	-3.51250282344471	6.4254888380413	321.215912265536	4.09275917044251e-27	2.8702909848901e-25	chr8	36090760	36092260	chr8:36090760-36092260	152.596689	201.257502	153.438974	645.998787	697.814464	567.242371	53.517186	50.678652	73.885325
3685	4314	-2.69457312344466	6.82268638477713	316.228521896401	6.29585567776691e-27	4.3633983291441e-25	chr6	83442920	83444600	chr6:83442920-83444600	307.72828	356.460447	354.23552	658.41351	678.461532	733.341984	103.741103	132.302539	104.246244
2834	3549	-2.50643292198144	6.98659738099658	315.79303473175	6.53886778178287e-27	4.47912443052127e-25	chr4	124989180	124991050	chr4:124989180-124991050	324.458216	374.306575	397.568037	776.680096	699.473228	841.049686	124.118835	154.726751	155.201656
5468	617	-1.75100159943634	8.61077692729936	392.185525677336	6.90076970007902e-27	4.672693598065e-25	chr11	4262460	4265640	chr11:4262460-4265640	1229.899439	1169.779941	1311.335531	2046.024403	2083.490523	2091.829116	487.418197	752.106308	735.244051
2016	2812	-1.84017459528222	7.85082706376357	311.691842979749	9.36114067938648e-27	6.26664542525747e-25	chr2	33629440	33630960	chr2:33629440-33630960	623.314785	751.375931	716.285397	1266.514272	1205.416846	1330.761773	392.734109	365.962272	369.42643
2565	3306	-4.09609310211025	6.1930240711566	309.319550778515	1.15409464900396e-26	7.63906918795768e-25	chr3	108409760	108411340	chr3:108409760-108411340	234.218226	215.534323	282.725536	402.932249	502.072575	482.842993	17.290166	44.399867	24.62844
3158	3840	1.77891162698609	7.97676413007613	308.543530551519	1.23624846501336e-26	8.09193300821523e-25	chr5	38687250	38689780	chr5:38687250-38689780	527.498036	709.236978	710.48407	394.873492	423.554659	453.523874	1385.684224	1674.63637	1590.763699
2873	3584	1.29975978048032	8.84552286829293	305.264869990112	1.65565727010996e-26	1.07181065694701e-24	chr4	129976080	129977580	chr4:129976080-129977580	880.093493	819.767161	905.006086	999.272994	999.721348	1261.574231	2751.608992	2969.854949	2809.340305
4304	4872	-1.93809916775421	7.69682304628199	304.461131556216	1.77926992867772e-26	1.12846185174619e-24	chr7	100854560	100856060	chr7:100854560-100856060	683.897104	628.641718	653.536521	1178.306022	1013.544909	1202.200694	282.406371	348.022922	312.950977
5832	945	-1.27928620269235	8.8026969629589	304.447294266203	1.7814794128738e-26	1.12846185174619e-24	chr11	97670240	97672960	chr11:97670240-97672960	1389.339965	1348.240547	1646.391457	2106.355587	2168.920075	2152.429517	867.802414	979.935689	972.823236
2099	2888	-3.60850918276096	7.06451698563981	433.186380052618	2.14364333120824e-26	1.34342583661146e-24	chr2	92912980	92914480	chr2:92912980-92914480	343.215875	443.042745	312.560839	851.168308	1040.639391	815.042719	48.577137	103.151143	85.350338
4998	5497	-2.3491936001314	7.03101467620899	299.809567076696	2.70750762235171e-26	1.67893972666042e-24	chr8	123407820	123410720	chr8:123407820-123410720	261.087482	292.905707	297.406471	779.728788	854.297455	951.946364	167.961776	192.399298	179.193148
917	1823	2.13419531498708	7.36959236980583	298.156233561331	3.14728654917063e-26	1.9313192772046e-24	chr15	85027220	85028720	chr15:85027220-85028720	138.908648	133.557656	158.17476	304.485997	240.530407	297.360534	1187.258866	1453.085489	1302.759638
4320	4887	3.16814611349567	7.18147522047029	401.567202180515	5.07679058242806e-26	3.08323436299832e-24	chr7	105403860	105405360	chr7:105403860-105405360	247.399364	175.006547	202.217388	162.479674	99.529814	110.406076	1310.760363	1087.123074	1160.933761
5592	729	-2.05059536748239	7.61028857421403	290.518282675387	6.36544376536548e-26	3.82641114507837e-24	chr11	59308360	59310380	chr11:59308360-59310380	728.003465	889.309333	868.540437	947.000064	807.297213	977.95348	202.542148	221.99917	277.282393
2497	3245	3.12462661145056	6.58295812503591	290.192573696784	6.56173571777506e-26	3.89344525085626e-24	chr3	89832560	89834400	chr3:89832560-89834400	261.087487	201.027264	264.729614	61.855557	83.217946	74.585441	801.111621	632.361044	598.725716
5368	583	-1.46926123232007	8.39984573783536	290.115417697644	6.60914148846759e-26	3.89344525085626e-24	chr10	127615390	127617260	chr10:127615390-127617260	973.37504	1048.542289	1053.353901	1760.922724	1557.917639	1902.543263	597.128719	772.960788	639.171852
3631	4266	1.62634755567161	8.0313277970735	289.972588098085	6.69783142205635e-26	3.9066262284489e-24	chr6	52312860	52316400	chr6:52312860-52316400	854.238109	873.190307	859.069073	412.515444	440.696	436.717625	1398.034146	1450.394648	1388.53441
1963	2765	-2.24319495871816	7.37080949476842	289.775439372257	6.82226941080885e-26	3.94019500971323e-24	chr2	29252800	29255600	chr2:29252800-29255600	371.099016	416.331272	529.459347	918.250202	1047.274809	1070.69426	250.707701	248.235327	181.953256
3142	3826	2.66734984449519	7.26190707370445	334.32556388476	7.22478101726044e-26	4.13215388084284e-24	chr5	35576460	35577960	chr5:35576460-35577960	342.201953	309.48518	392.595484	158.559254	116.118119	210.507652	1211.959552	1045.414257	1008.067113
1021	1917	1.41676296159949	8.42982508737751	288.483153790795	7.69915629264683e-26	4.36112785769062e-24	chr15	102216580	102218080	chr15:102216580-102218080	1414.94227	1345.24752	1430.202474	549.294835	564.555166	566.26079	1442.494402	1725.763435	1613.162814
2546	329	-2.4804473068419	6.96155759856819	287.075349246343	8.78760959248206e-26	4.92901135024429e-24	chr10	34299450	34301620	chr10:34299450-34301620	428.893399	567.504601	536.444577	629.555077	604.090612	644.158743	128.441362	116.717778	112.101894
4687	5216	-2.17397959990663	7.41773375904525	286.977356328564	8.86904096292471e-26	4.92901135024429e-24	chr8	71533760	71536580	chr8:71533760-71536580	697.078157	590.87719	782.349286	802.379754	790.708962	924.958131	189.368659	230.520322	173.672957
5552	693	-1.6554748164869	7.95266384678952	286.548364894393	9.23478485386722e-26	5.08431005365717e-24	chr11	50228180	50229840	chr11:50228180-50229840	673.758049	776.015651	812.658478	1293.739041	1302.734365	1353.334403	419.904317	447.13787	467.090951
572	1512	-2.33608014737843	7.20038336292358	285.243821560531	1.0445466480596e-25	5.6457194407701e-24	chr14	25765230	25767680	chr14:25765230-25767680	454.621709	545.05339	440.781935	817.844351	769.005895	904.717382	138.52726	181.523588	205.520075
2815	3531	2.23796988495022	7.61590696078239	322.489298016155	1.04513479166128e-25	5.6457194407701e-24	chr4	120270220	120271900	chr4:120270220-120271900	463.366827	395.146274	466.94707	333.889152	248.271637	214.678509	1247.773986	1484.030902	1283.863632
3756	4379	1.99962670814509	7.58213729629211	285.146601199389	1.05419986162742e-25	5.6457194407701e-24	chr6	113396100	113398830	chr6:113396100-113398830	504.177679	448.339106	462.921673	267.242029	320.430742	279.695546	1339.988356	1219.089697	1125.477078
1959	2761	-2.74692720570741	6.78877499130751	284.693932004868	1.1003714042705e-25	5.83989904734911e-24	chr2	28532840	28534340	chr2:28532840-28534340	289.984517	332.97303	353.288623	563.234069	691.178996	797.377651	83.157553	141.720715	100.636924
3545	4189	1.67182522532405	8.13436124443244	284.385797374527	1.13298809526134e-25	5.95931506177192e-24	chr6	37434980	37436480	chr6:37434980-37436480	728.003211	754.370095	656.851733	462.174379	482.166608	564.29825	1861.576172	1564.309116	1669.214049
